"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","ZMB","Zambia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ZMB","Zambia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"AFR","Africa","ZWE","Zimbabwe","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ZWE","Zimbabwe","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48,,
"ALL","All regions","ZWE","Zimbabwe","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ZWE","Zimbabwe","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48,,
"EUR","Europe","SRB","Serbia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","SRB","Serbia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.8,,
"ALL","All regions","SRB","Serbia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SRB","Serbia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.8,,
"EUR","Europe","MNE","Montenegro","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","MNE","Montenegro","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.6,,
"ALL","All regions","MNE","Montenegro","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","MNE","Montenegro","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.6,,
"EUR","Europe","XKO","Kosovo","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","XKO","Kosovo","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.8,,
"ALL","All regions","XKO","Kosovo","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","XKO","Kosovo","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.8,,
"AFR","Africa","SSD","South Sudan ","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","SSD","South Sudan ","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",53.8,,
"ALL","All regions","SSD","South Sudan ","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SSD","South Sudan ","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",53.8,,
